timestamp,hour_of_day,http_status,download_start_time,download_end_time,elapsed_transfer_s,filesize_bytes,throughput_mbps,result,url
2026-03-30T14:29:29.614825+05:30,14,200,2026-03-30T14:29:29.632588+05:30,2026-03-30T14:30:04.628950+05:30,34.7213,283759398,65.3799,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=08c7d166bd0740489fb335be13370682
2026-03-30T14:30:04.629315+05:30,14,200,2026-03-30T14:30:04.630335+05:30,2026-03-30T14:30:39.584756+05:30,34.7066,283759398,65.4075,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=b1307dc856da4864b33772d3e1b9ee90
2026-03-30T14:30:39.585130+05:30,14,200,2026-03-30T14:30:39.636318+05:30,2026-03-30T14:31:18.811717+05:30,38.8582,283759398,58.4195,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=1f704bea1abb4fddbdb81f8bba22a203
2026-03-30T14:31:18.812984+05:30,14,200,2026-03-30T14:31:18.816951+05:30,2026-03-30T14:32:15.801137+05:30,56.5638,283759398,40.133,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=afb79d530f9c4e14a2c8b0922d0d773b
2026-03-30T14:32:15.801567+05:30,14,200,2026-03-30T14:32:15.805664+05:30,2026-03-30T14:32:57.017699+05:30,40.9017,283759398,55.5007,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=4d0bd15f743d4f2a9636d899b33f7c9e
2026-03-30T14:32:57.018301+05:30,14,200,2026-03-30T14:32:57.099018+05:30,2026-03-30T14:33:29.295562+05:30,31.8308,283759398,71.3169,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=3596f5666bf84ffeb9722f34bb84062e
2026-03-30T14:33:29.296509+05:30,14,200,2026-03-30T14:33:29.300962+05:30,2026-03-30T14:36:06.228318+05:30,156.6496,283759398,14.4914,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=7d5ca1c282344203b014df41ec55d10a
2026-03-30T14:36:06.228691+05:30,14,200,2026-03-30T14:36:06.384200+05:30,2026-03-30T14:36:56.600831+05:30,49.9342,283759398,45.4613,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=a116b04ab1ed49f1b065577d8666da9b
2026-03-30T14:36:56.601277+05:30,14,200,2026-03-30T14:36:56.602548+05:30,2026-03-30T14:37:25.764536+05:30,28.8758,283759398,78.6151,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=0231d81543394ebfbf5e1eea39352df6
2026-03-30T14:37:25.764944+05:30,14,200,2026-03-30T14:37:25.769681+05:30,2026-03-30T14:38:05.503367+05:30,39.4904,283759398,57.4842,success,https://stpes2ug24cs784388567931.file.core.windows.net/6c48981d-f8aa-4fb3-b21c-d5d503f50a55-code/peppa1.mp4?sp=r&st=2026-03-22T15%3A29%3A34Z&se=2026-04-30T15%3A45%3A00Z&sv=2024-11-04&sig=jn47d8f4kmtWLC5P4MdoE8WFRrN7dDbPnqy3eH4jAN0%3D&sr=f&_cbt=48f28ae2a4c646a583762d3bfea7df8b
